"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"HRSD","Contribution","Contribution","Contributions to fund construction of capital projects enabling accessibility to all people of varying abilities across Canada, through the Enabling Accessibility Fund","Contributions pour la construction de projets d'immobilisation afin de favoriser l'accessibilité pour les personnes ayant des capacités variées partout au Canada grâce au Fonds pour l'accessibilité",20614247,7480000,20614247,7480000,22520000,16020000,0,0,0,0
"HRSD","Contribution","Contribution","Contributions to fund retrofits, renovations or new construction of facilities within Canada that help organizations better serve people with disabilities through the Enabling Accessibility Fund","Contributions pour des projets de rénovation, de construction ou de réaménagement d?installations situés au Canada qui permettent aux organisations d?offrir de meilleurs services aux personnes handicapées dans le cadre du Fonds pour l?accessibilité",0,0,0,0,0,0,9500000,9179927,7399262,7399262
"HRSD","Contribution","Contribution","Contributions to not-for-profit, for-profit, and aboriginal organizations, municipal, provincial and territorial governments for adult learning, literacy and essential skills","Contributions à des organismes sans but lucratif, à but lucratif, et autochtones, et aux gouvernements municipaux, provinciaux et territoriaux pour l?apprentissage, l?alphabétisation et l?acquisition de compétences essentielles pour les adultes",0,0,0,0,0,0,0,0,11621888,11621888
"HRSD","Contribution","Contribution","Contributions to not-for-profit organizations, individuals, municipal governments, Band/tribal councils and other Aboriginal organizations, public health [...] to support activities to help alleviate and prevent homelessness across Canada and to carry out research on homelessness to help communities better understand and more effectively address homelessness issues","Contributions accordées à des organismes sans but lucratif, des particuliers, des administrations municipales, des conseils de bande ou de tribu et autres organisations [...]pour appuyer les activités visant à atténuer et à prévenir le problème des sans-abri au Canada et pour mener des recherches sur les sans-abri afin d'aider les collectivités à mieux comprendre et à répondre efficacement aux besoins des sans-abri",126306909,92317284,126306909,92317284,150125625,127144374,110108141,79072579,126975548,112276770
"HRSD","Contribution","Contribution","Contributions to organizations to support the development of human resources, economic growth, job creation and retention in official language minority communities","Contributions à des organisations afin d'appuyer le développement des ressources humaines, la croissance économique, la création d'emplois et le maintien en poste dans les communautés minoritaires de langue officielle",12000000,11973406,12000000,11973406,12000000,11781766,12000000,11104591,12000000,11999582
"HRSD","Contribution","Contribution","Contributions to provincial/territorial governments, band councils, tribal councils, Aboriginal Human Resources Development Agreement holders, municipal governments, not-for-profit organizations, professional associations, business and private sector organizations,  consortia, industry groups, unions, regulatory bodies, ad hoc associations, public health institutions, school boards, universities, colleges, CEGEPs, sector councils, and cross-sectoral councils to support enhanced productivity and competitiveness of Canadian workplaces by supporting investment in and recognition and utilization of skills","Contributions aux gouvernements provinciaux et territoriaux, conseils de bande ou de tribu, signataires d'Entente sur le développement des ressources humaines autochtones, administrations municipales, organismes sans but lucratif, associations professionnelles, entreprises et organisations du secteur privé, consortiums, groupes de l?industrie, syndicats, organismes de réglementation, associations spéciales, établissements de santé publique, commissions scolaires, universités, collèges, cégeps, conseils sectoriels, conseils intersectoriels afin d'accroître la compétitivité et la productivité des milieux de travail en favorisant l'investissement dans les compétences de même que la reconnaissance et l'utilisation des compétences",65360000,54252778,65360000,54252778,55075000,42919184,48589638,42022093,46013102,37730673
"HRSD","Contribution","Contribution","Contributions to voluntary sectors, non-profit organizations, registered charitable organizations, provincial/territorial governments and institutions, [...]to support the development and delivery of outreach activities to inform, encourage, and direct Canadians to save for the post-secondary education of children through Registered Education Savings Plans and Canada Education Savings Program incentives (the Canada Education Savings Grant and the Canada Learning Bond)","Contributions à l'intention des secteurs bénévoles, des organisations sans but lucratif, des organismes de bienfaisance enregistrés, [...] afin d'appuyer l'élaboration et la prestation d'activités de sensibilisation pour renseigner, encourager et enjoindre les Canadiens à épargner en prévision des études postsecondaires de leurs enfants au moyen de régimes enregistrés d'épargne-études et de mesures incitatives du Programme canadien pour l'épargne-étude(la Subvention canadienne pour l'épargne-études et le Bon d'études canadien)",3111234,3111234,3111234,3111234,3893000,3429454,2354000,2325186,1975000,1960334
"HRSD","Contribution","Contribution","Contributions to voluntary sectors, professional organizations, universities and post-secondary institutions and to provincial and territorial  governments for adult learning, literacy and essential skills","Contributions à des organismes bénévoles, à des professionnels, à des universités, à des institutions d'enseignement postsecondaire ainsi qu'à des gouvernements provinciaux et territoriaux  pour l'apprentissage, l'alphabétisation et l'acquisition de compétences essentielles pour les adultes",14595455,14595455,14595455,14595455,22644370,22644370,20194786,16003531,0,0
"HRSD","Grant","Subvention","Enabling Accessibility Fund Small Projects Grant","Subventions pour des projets de petite envergure du Fonds pour l'accessibilité",0,0,0,0,0,0,10000000,4577051,16049304,14387529
"HRSD","Grant","Subvention","Federal Income Support for Parents of Murdered or Missing Children","Soutien du revenu pour les parents d'enfants assassinés ou disparus",0,0,0,0,0,0,0,0,3000000,4200
"HRSD","Grant","Subvention","Fire Prevention Canada","Prévention des incendies du Canada",7000,7000,7000,7000,7000,7000,7000,7000,0,0
"HRSD","Grant","Subvention","Grants to individuals, organizations and corporations to assist individuals to improve their employability and to promote employment opportunities by assisting local entrepreneurial development","Subventions aux particuliers, aux organisations et aux sociétés en vue d'aider les particuliers à améliorer leur aptitude au travail et de promouvoir les possibilités d'emploi en favorisant la création d'entreprises à l'échelle locale",0,0,0,0,0,0,0,0,0,0
"HRSD","Grant","Subvention","Grants to international and domestic organizations for technical assistance and international cooperation on labour issues","Subventions à des organisations nationales et internationales pour l'aide technique et la coopération internationale dans le domaine du travail",1190000,1190000,1190000,1190000,900000,900000,900001,900000,0,0
"HRSD","Grant","Subvention","Grants to international labour institutions for addressing the labour dimension of globalization","Subventions à des institutions internationales dans le domaine du travail pour s'occuper des répercussions de la mondialisation sur le travail",710000,710000,710000,710000,1000000,1000000,1000000,1000000,0,0
"HRSD","Grant","Subvention","Grants to non-profit organizations for activities eligible for support through the Social Development Partnerships Program","Subventions aux organismes sans but lucratif pour les activités admissibles à l'aide financière du Programme de partenariats pour le développement social",11009107,9088230,11009107,9088230,16683023,14233023,10607247,9086322,13287778,7150883
"HRSD","Grant","Subvention","Grants to not-for-profit, for-profit, and aboriginal organizations, municipal, provincial and territorial governments for adult learning, literacy and essential skills","Subventions à des organismes sans but lucratif, à but lucratif, et autochtones, et aux gouvernements municipaux, provinciaux et territoriaux pour l?apprentissage, l?alphabétisation et l?acquisition de compétences essentielles pour les adultes",0,0,0,0,0,0,0,0,3209000,125840
"HRSD","Grant","Subvention","Grants to not-for-profit organizations, individuals, municipal governments, Band/tribal councils and other Aboriginal organizations, public health and educational institutions, Régies régionales, for-profit enterprises, research organizations and research institutes to carry out research on homelessness to help communities better understand and more effectively address homelessness issues","Subventions accordées à des organismes sans but lucratif, des particuliers, des administrations municipales, des conseils de bande ou de tribu et autres organisations autochtones, des établissements de santé publique et d'enseignement, des régies régionales, des entreprises à but lucratif, des organismes et instituts de recherche pour mener des recherches sur les sans-abri afin d'aider les collectivités à mieux comprendre et à répondre efficacement aux besoins des sans-abri",200000,0,200000,0,2664000,438287,750000,211664,3514049,1892781
"HRSD","Grant","Subvention","Grant(s) to the Young Men's Christian Association and Young Women's Christian Association to place youth in internships in non-for-profit and community services organizations, with a focus on environmental projects","Subvention(s) au Young Men's Christian Association et Young Women's Christian Association pour les stages des jeunes auprès d'organisations sans but lucratifs et d'organisations de services communautaires, avec un accent sur des projets touchant l'environ",15000000,14999998,15000000,14999998,0,0,0,0,0,0
"HRSD","Grant","Subvention","Grants to voluntary sector organizations for adult literacy and essential skills","Subventions à des organismes bénévoles pour l'alphabétisation et l'acquisition de compétences essentielles pour les adultes",11713545,5010481,11713545,5010481,2364630,2000470,1314214,1314214,7678112,453221
"HRSD","Grant","Subvention","Grant to construct/renovate permanent structures and small projects emphasizing community support to be fully accessible to all people of varying abilities across Canada, through the Enabling Accessibility Fund","Subvention destinée à la construction ou à la rénovation des structures permanentes et aux petits projets mettant l'accent sur la pleine accessibilité aux services de soutien communautaire pour les personnes ayant des capacités variées partout  au Canada, grâce au Fonds pour l'accessibilité",5753567,5753567,5753567,5753567,9400000,9399927,0,0,0,0
"HRSD","Contribution","Contribution","Items not required for the Current Year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"HRSD","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"HRSD","Other Transfer Payment","Autre paiement de transfert","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"HRSD","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"HRSD","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"HRSD","Grant","Subvention","Labour Funding Program","Programme de financement du travail",0,0,0,0,0,0,0,0,1953000,1948232
"HRSD","Contribution","Contribution","Labour-management partnerships program","Programme de partenariat syndical-patronal",609988,170493,609988,170493,400000,83578,400000,83664,0,0
"HRSD","Grant","Subvention","Named grants for the Organization for Economic Co-operation and Development","Subventions désignées à l'Organisation de coopération et de développement économiques",300000,252410,300000,252410,300000,243170,300000,210630,100000,97513
"HRSD","Grant","Subvention","New Horizons for Seniors Program","Programme Nouveaux Horizons pour les aînés",24440000,24401825,24440000,24401825,31283662,31283662,36340000,1381716,70283356,69382923
"HRSD","Contribution","Contribution","Payments to non-profit organizations to develop national or provincial/territorial/regional educational and awareness activities to help reduce the incidence of elder abuse and fraud","Paiements aux organismes sans but lucratif pour mettre au point des activités d'éducation et de sensibilisation de portée nationale ou provinciale/territoriale/régionale afin de réduire l'incidence de la violence et de la fraude à l'égard des aînés",2236415,1636415,2236415,1636415,3157518,3157518,1882169,1882169,2814928,2814928
"HRSD","Other Transfer Payment","Autre paiement de transfert","Payments to provinces and territories under Labour Market Agreements to enhance the labour market participation among under-represented groups and low-skilled workers","Paiements aux provinces et aux territoires en vertu des ententes sur le marché du travail pour accroître la participation au marché du travail des membres des groupes sous-représentés et des travailleurs peu qualifiés",777672000,758477500,777672000,758477500,770528000,724621500,543418500,508502500,542461500,517796500
"HRSD","Other Transfer Payment","Autre paiement de transfert","Payments to provinces and territories under the Multilateral Framework for Labour Market Agreements for Persons with disabilities","Paiements aux provinces et aux territoires en vertu du Cadre multilatéral pour les ententes sur le marché du travail visant les personnes handicapées",218251611,218251611,218251611,218251611,221938000,218251611,222000000,218251611,221999500,218251611
"HRSD","Contribution","Contribution","Payments to provinces, territories, municipalities, other public bodies, organizations, groups, communities, employers and individuals for the provision of training and/or work experience, the mobilization of community resources, and human resource planni","Paiements aux provinces, territoires, municipalités, autres organismes publics, organisations, groupes, collectivités, employeurs et particuliers afin de pourvoir à la formation ou à l'expérience de travail, à la mobilisation des ressources communautaires",575079665,566158240,575079665,566158240,0,0,0,0,0,0
"HRSD","Contribution","Contribution","Payments to provinces, territories, municipalities, other public bodies, organizations, groups, communities, employers and individuals for the provision of training and/or work experience, the mobilization of community resources, and human resource planning and adjustment measures necessary for the efficient functioning of the Canadian labour market","Paiements aux provinces, territoires, municipalités, autres organismes publics, organisations, groupes, collectivités, employeurs et particuliers afin de pourvoir à la formation ou à l'expérience de travail, à la mobilisation des ressources communautaires et aux mesures de planification et d'adaptation des ressources humaines nécessaires au fonctionnement efficace du marché du travail canadien",10104251,10057439,10104251,10057439,717987200,677291977,635819473,587518725,598944601,538752478
"HRSD","Contribution","Contribution","Payments to provinces, territories, municipalities, other public bodies, organizations, groups, communities, employers and individuals for the provision of training and/or work or business experience, the mobilization of community resources and human resource planning and adjustment measures necessary for the social development of Canadians and other participants in Canadian life","Paiements aux provinces, territoires, municipalités, autres organismes publics, organisations, groupes, collectivités, employeurs et particuliers afin de pourvoir à la formation ou à l'expérience de travail ou des affaires, à la mobilisation des ressources communautaires et aux mesures de planification et d'adaptation des ressources humaines nécessaires au développement social des Canadiens et des autres participants à la vie canadienne",0,0,0,0,12682207,12682207,11967784,11918910,6827222,6544882
"HRSD","Grant","Subvention","(S) Allowance payments","(S) Versements d'allocations",534857467,534857467,534857467,534857467,540510880,540510880,555962022,555962022,0,0
"HRSD","Grant","Subvention","(S) Allowance payments (Old Age Security Act)","(S) Versements d'allocations (Loi sur la sécurité de la vieillesse)",0,0,0,0,0,0,0,0,554317515,554317515
"HRSD","Grant","Subvention","(S) Canada Disability Savings Bond payments to Registered Disability Savings Plan (RDSP) issuers on behalf of RDSP beneficiaries to encourage long-term financial security of eligible individuals with disabilities","(S) Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité (REEI) au nom des bénéficiaires du REEI afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",42934743,42934743,42934743,42934743,36410724,36410724,70009827,70009827,68843852,68843852
"HRSD","Grant","Subvention","(S) Canada Disability Savings Grant payments to Registered Disability Savings Plan (RDSP) issuers on behalf of RDSP beneficiaries to encourage long-term financial security of eligible individuals with disabilities","(S) Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité (REEI) au nom des bénéficiaires  du REEI afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",83880362,83880362,83880362,83880362,91839694,91839694,142831948,142831948,171254503,171254503
"HRSD","Grant","Subvention","(S) Canada Education Savings grant payments to Registered Educations Savings Plan (RESP) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children","(S) Paiements de subventions canadiennes pour l'épargne-études aux fiduciaires de Régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants",615738740,615738740,615738740,615738740,670557773,670557773,691542116,691542116,718888870,718888870
"HRSD","Grant","Subvention","(S) Canada Learning Bond payments to Registered Education Savings Plan (RESP) trustees on behalf of RESP beneficiaries to support access to post-secondary education for children from low-income families","(S) Paiements de Bons d'études canadiens aux fiduciaires de Régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu",56648408,56648408,56648408,56648408,66851206,66851206,88453542,88453542,93719643,93719643
"HRSD","Grant","Subvention","(S) Canada Student Grants to qualifying full and part-time students pursuant to the <MI>Canada Student Financial Assistance Act<D>","(S) Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la <MI>Loi fédérale sur l'aide financière aux étudiants<D>",533687339,533687339,533687339,533687339,620686072,620686072,648936690,648936690,680159050,680159050
"HRSD","Grant","Subvention","(S) Civil Service Insurance actuarial liability adjustment","(S) Redressement du passif actuariel de l'assurance de la fonction publique",0,0,0,0,0,0,0,0,0,0
"HRSD","Grant","Subvention","(S) Energy Cost Benefit","(S) Prestations liées au coût de l'énergie",-6185,-6185,-6185,-6185,0,0,0,0,0,0
"HRSD","Grant","Subvention","(S) Energy Cost Benefit","(S) Prestation liée au coût de l'énergie",0,0,0,0,0,0,-7875,-7875,-1250,-1250
"HRSD","Grant","Subvention","(S) Guaranteed Income Supplement Payments (Old Age Security Act)","(S) Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse)",7736633308,7736633308,7736633308,7736633308,7901134760,7901134760,8638062109,8638062109,9147435393,9147435393
"HRSD","Grant","Subvention","(S) Old Age Security payments","(S) Versements de la Sécurité de la vieillesse",26391340840,26391340840,26391340840,26391340840,27213489490,27213489490,28868796840,28868796840,0,0
"HRSD","Grant","Subvention","(S) Old Age Security Payments (Old Age Security Act)","(S) Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse)",0,0,0,0,0,0,0,0,30589905671,30589905671
"HRSD","Grant","Subvention","(S) Pathways to Education Canada upfront multi-year funding to support their community-based early intervention programs which will help disadvantaged youth access post-secondary education in Canada","(S) Financement pluriannuel initial à Passeport pour ma réussite Canada afin d'appuyer ses programmes d'intervention précoce communautaires qui aideront les jeunes défavorisés à accéder aux études postsecondaires au Canada",0,0,0,0,2000000,2000000,6000000,6000000,6000000,6000000
"HRSD","Grant","Subvention","(S) Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)","(S) Paiements d'indemnités à des agents de l'État (Loi sur l'indemnisation des agents de l'État) et à des marins marchands (Loi sur l'indemnisation des marins marchands)",2345,2345,2345,2345,2220,2220,2220,2220,2220,2220
"HRSD","Contribution","Contribution","(S) Payments related to the direct financing arrangement under the <MI>Canada Student Financial Assistance<D> <MI>Act<D>","(S) Paiements liés aux modalités de financement direct accordés en vertu de la <MI>Loi fédérale sur l'aide financière aux<D> <MI>étudiants<D>",154774828,154774828,154774828,154774828,370506029,370506029,400111565,400111565,399440154,399440154
"HRSD","Other Transfer Payment","Autre paiement de transfert","(S) The provision of funds for enhanced Employment Insurance benefits in accordance with the Budget Implementation Act (2009)","(L) Fonds pour l'amélioration des prestations de l'assurance-emploi en vertu de la Loi d'exécution du budget de 2009",0,0,0,0,2900000000,2900000000,0,0,0,0
"HRSD","Contribution","Contribution","(S) The provision of funds for interest and other payments to lending institutions and liabilities under the <MI>Canada Student Financial Assistance Act<D>","(S) Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la <MI>Loi fédérale sur l'aide financière aux étudiants<D>",11623280,11623280,11623280,11623280,7661095,7661095,10834527,10834527,10982627,10982627
"HRSD","Contribution","Contribution","(S) The provision of funds for interest payments to lending institutions under the <MI>Canada Student Loans Act<D>","(S) Paiements d'intérêts aux institutions de crédit en vertu de la <MI>Loi fédérale sur les prêts aux étudiants<D>",5144,5144,5144,5144,13276,13276,6526,6526,7107,7107
"HRSD","Contribution","Contribution","(S) The provision of funds for liabilities including liabilities in the form of guaranteed loans under the <MI>Canada Student Loans Act<D>","(S) Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la <MI>Loi fédérale sur les prêts aux étudiants<D>",-9449287,-9449287,-9449287,-9449287,-7570680,-7570680,-8475496,-8475496,-7731850,-7731850
"HRSD","Other Transfer Payment","Autre paiement de transfert","(S) The provision of funds for the enhanced Employment Insurance benefits in accordance with the Budget Implementation Act, 2009","(S) Fonds pour l'amélioration des prestations de l'assurance-emploi conformément à la Loi d'exécution du budget de 2009",0,0,0,0,0,0,0,0,281087168,281087168
"HRSD","Grant","Subvention","(S) Universal Child Care Benefit (Universal Child Care Benefit Act)","(S) Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)",2593607427,2593607427,2593607427,2593607427,2651153321,2651153321,2691016827,2691016827,2724715150,2724715150
"HRSD","Grant","Subvention","(S) Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","(S) Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité",35052641,35052641,35052641,35052641,31931901,31931901,32573800,32573800,26292804,26292804
"HRSD","Grant","Subvention","To support activities which contribute to Occupational safety and health program objectives","Appui aux activités qui contribuent aux objectifs du Programme de sécurité et de santé au travail",15000,15000,15000,15000,15000,14805,15000,14806,0,0
"HRSD","Grant","Subvention","To support standards-writing associations","Appui aux organismes responsables de l'élaboration des normes",12000,9720,12000,9720,12000,11920,12000,11720,0,0
"CI","Contribution","Contribution","Contribution in support of the regulation of immigration consultants program","Contribution pour appuyer la réglementation des consultants en immigration",0,0,0,0,325000,325000,0,0,0,0
"CI","Contribution","Contribution","Contributions in support of the Community historical recognition program","Contributions à l'appui du Programme de reconnaissance historique des communautés",9932614,1572368,9932614,1572368,5900000,2868370,6224196,6224196,3700000,2005715
"CI","Contribution","Contribution","Contributions in support of the Multiculturalism program","Contributions à l'appui du Programme du multiculturalisme",4352964,4132680,4352964,4132680,7850536,5800339,6565274,6565273,6673123,6673122
"CI","Contribution","Contribution","Contributions in support of the Regulation of immigration consultants program","Contribution pour appuyer la réglementation des consultants en immigration",0,0,0,0,0,0,675000,675000,0,0
"CI","Contribution","Contribution","Contributions to provinces","Contributions aux provinces",0,0,0,0,0,0,0,0,0,0
"CI","Grant","Subvention","Grant for Migration policy development","Subvention Élaboration des politiques sur les migrations",500000,390674,500000,390674,350000,348355,350000,348708,350000,348976
"CI","Grant","Subvention","Grant for the Canada-Quebec Accord on Immigration","Subvention aux fins de l'Accord Canada-Québec sur l'immigration",234184000,232190000,234184000,232190000,258445000,258445000,283102000,283102000,284501000,284501000
"CI","Grant","Subvention","Grant for the Institute for Canadian Citizenship","Subvention à l'Institut pour la citoyenneté canadienne",388342,388342,388342,388342,403750,403750,358230,358230,643257,643257
"CI","Grant","Subvention","Grant in support of the Community historical recognition program","Subventions à l'appui du Programme de reconnaissance historique des communautés",739330,280386,739330,280386,341000,310957,7500,7500,0,0
"CI","Grant","Subvention","Grants in support of the Multiculturalism program","Subventions à l'appui du Programme du multiculturalisme",7315035,72885,7315035,72885,3000000,988898,1868603,1868601,1848193,1250352
"CI","Contribution","Contribution","Host program","Programme d'accueil",0,0,0,0,0,0,0,0,0,0
"CI","Contribution","Contribution","Immigrant settlement and adaptation","Établissement et adaptation des immigrants",0,0,0,0,0,0,0,0,0,0
"CI","Contribution","Contribution","International Organization for Migration","Organisation internationale pour les migrations",1804000,1201171,1804000,1201171,1454000,1439528,1495871,1495871,1488746,1488745
"CI","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"CI","Contribution","Contribution","Language instruction for newcomers to Canada","Cours de langue pour les immigrants au Canada",0,0,0,0,0,0,0,0,0,0
"CI","Contribution","Contribution","Migration policy development","Élaboration des politiques sur les migrations",0,0,0,0,0,0,0,0,0,0
"CI","Contribution","Contribution","Resettlement assistance","Aide à la réinstallation",56481621,56481621,56481621,56481621,53982516,53982516,56724201,54212181,58624768,50738858
"CI","Contribution","Contribution","Settlement program","Progamme d'établissement",643897658,641712791,643897658,641712791,644644863,628097452,608870874,593693433,603730000,585511769
"CI","Contribution","Contribution","Task force for International cooperation on Holocaust education, remembrance and research","Groupe d'action international pour la coopération sur l'éducation, la mémoire et la recherche sur l'Holocauste",40677,40677,40677,40677,40230,40230,44450,39240,44450,39753
"ACOA","Contribution","Contribution","Contribution for the Innovative Communities Fund","Contribution pour le Fonds d'investissement stratégique dans les collectivités",34370179,34370179,34370179,34370179,67704037,67704037,49300000,33305911,31965488,27965488
"ACOA","Contribution","Contribution","Contribution for the Saint John Shipyard adjustment initiative","Contribution pour la mesure d'adaptation du chantier naval de Saint John",0,0,0,0,2985214,2985214,6000000,5759381,0,0
"ACOA","Contribution","Contribution","Contributions for the Atlantic Innovation Fund","Contributions pour le Fonds d'innovation de l'Atlantique",57606351,57606351,57606351,57606351,55680862,55680862,59949000,52891156,51691691,50327794
"ACOA","Contribution","Contribution","Contributions for the Community Infrastucture Improvement Fund","Contributions pour le Fond d'amélioration d'infrastructure communautaire",0,0,0,0,0,0,0,0,8661915,4254915
"ACOA","Contribution","Contribution","Contributions for the International business development program","Contributions pour le Programme de promotion du commerce extérieur",1065280,1065280,1065280,1065280,0,0,0,0,0,0
"ACOA","Contribution","Contribution","Contributions to the Atlantic provinces under the Infrastructure Canada program","Contributions aux provinces de l'Atlantique en vertu du Programme Infrastructures Canada",649331,649331,649331,649331,0,0,0,0,0,0
"ACOA","Contribution","Contribution","Contributions under the Atlantic policy research initiatives","Contributions en vertu des mesures de recherche stratégique visant la région de l'Atlantique",544018,544018,544018,544018,549447,549447,700000,369595,700000,583583
"ACOA","Contribution","Contribution","Contributions under the Business development program","Contributions en vertu du Programme de développement des entreprises",143817700,143817512,143817700,143817512,148836172,148833542,109503405,128003183,135457713,136938024
"ACOA","Contribution","Contribution","Contributions under the Community futures program","Contributions en vertu du Programme de développement des collectivités",13039296,13039296,13039296,13039296,12883046,12883046,12642000,12641584,12582399,12582399
"ACOA","Contribution","Contribution","Contributions under the Recreational infrastructure Canada program","Contributions en vertu du Programme d'infrastructure de loisirs du Canada",11262425,11262425,11262425,11262425,22808988,19433273,3375715,3138864,0,0
"ACOA","Grant","Subvention","Grants to organizations to promote economic cooperation and development","Subventions à des organismes pour promouvoir la collaboration et le développement économique",453788,453788,453788,453788,693639,693639,2000000,360446,533094,533094
"ACOA","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"ACOA","Contribution","Contribution","(S) Community Adjustment Fund","(S) Fonds d'adaptation des collectivités",0,0,0,0,5062903,5062903,0,0,0,0
"ACOA","Contribution","Contribution","(S) Transfer payments (Budget Implementation Act, 2009)","(S) Paiements de transfert (Loi d'exécution du budget de 2009)",44067097,44067097,44067097,44067097,0,0,0,0,0,0
"CSA","Contribution","Contribution","Class Contribution Program to Support Research, Awareness, and Learning in Space Science and Technology","Programme global de contributions à l'appui de la recherche, de la sensibilisation et de l'éducation en sciences et technologies spatiales",250000,250000,250000,250000,3006106,1226872,3890550,3562213,1670946,1016095
"CSA","Grant","Subvention","Class Grant Program to Support Research, Awareness and Learning in Space Science and Technology","Programme global de subventions à l'appui de la recherche, de la sensibilisation et de l'éducation en sciences et technologies spatiales",5724002,5700871,5724002,5700871,5990001,5988952,8119451,8093100,6914000,6223626
"CSA","Contribution","Contribution","Contributions to the Canada/European Space Agency Cooperation Agreement","Contributions aux termes de l'Accord de coopération entre le Canada et l'Agence spatiale européenne",39562000,30433818,39562000,30433818,37768000,33480021,45439000,35075735,28864223,23279404
"CSA","Contribution","Contribution","Contributions to the Cascade Technology Demonstration/Enhanced-Polar Outflow Probe Small Satellite (CASSIOPE Mission)","Contributions à la démonstration Cascade/petit satellite-sonde de mesure de l'écoulement du plasma dans le vent polaire (Mission CASSIOPE)",3527000,2107000,3527000,2107000,870000,710000,710000,310000,150000,150000
"CNEDA","Contribution","Contribution","Aboriginal Business Development Program","Programme de développement des entreprises autochtones",2300000,1280747,2300000,1280747,967250,0,0,0,0,0
"CNEDA","Contribution","Contribution","Aboriginal Business Development program","Programme de développement des entreprises autochtones",0,0,0,0,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Aboriginal Business Development program","Programme de développement des entreprises autochtones",0,0,0,0,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Contributions for advancing adult basic education in Canada's territories","Contributions pour faire progresser l'éducation de base des adultes dans les territoires",0,0,0,0,0,0,1675957,1675580,6604803,6604803
"CNEDA","Contribution","Contribution","Contributions for promoting regional development in Canada's three territories","Contributions pour la promotion du développement régional dans les trois territoires du Canada",8164254,7867434,8164254,7867434,33917234,32795174,18257000,17724649,0,0
"CNEDA","Contribution","Contribution","Contributions for promoting regional development in Canada's three territories","Contributions pour la promotion du développement régional dans les trois territoires du Canada",0,0,0,0,0,0,0,0,18257000,17715435
"CNEDA","Contribution","Contribution","Contributions for the community infrastructure improvement fund","Contributions pour le Fonds d?amélioration de l?infrastructure communautaire",0,0,0,0,0,0,0,0,3200000,3200000
"CNEDA","Contribution","Contribution","Contributions to applicants and/or provincial or territorial recipients under the Recreational Infrastructure Canada Fund","Contributions aux candidats et/ou bénéficiaires provinciaux ou territoriaux sous le Programme d'Infrastructures de Loisirs Canada",996808,378951,996808,378951,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Contributions under the Aboriginal Business Canada Program","Contributions en vertu du programme Enterprise autochtone Canada",0,0,0,0,2300000,1579305,0,0,0,0
"CNEDA","Contribution","Contribution","Contributions under the Aboriginal Business Canada program","Contributions en vertu du programme Enterprise autochtone Canada",0,0,0,0,0,0,2300000,2649645,0,0
